DATE,GROWTH RATE
1960-01-01,1.52160681679853
1960-02-01,4.61630695443646
1960-03-01,3.78223495702006
1960-04-01,0.552181115405862
1960-05-01,1.86710598572212
1960-06-01,1.72506738544476
1960-07-01,2.59671436142023
1960-08-01,2.32438016528926
1960-09-01,4.84603735487127
1960-10-01,1.63697640828119
1960-11-01,3.45807674088109
1960-12-01,5.54029304029304
1961-01-01,8.85032537960954
1961-02-01,7.9314467915504
1961-03-01,2.10487444608566
1961-04-01,1.22965641952986
1961-05-01,4.21579135405503
1961-06-01,7.7819677751114
1961-07-01,2.7671755725191
1961-08-01,3.6830702568864
1961-09-01,2.98507462686568
1961-10-01,1.27536231884057
1961-11-01,1.60274756725814
1961-12-01,0.47887323943662
1962-01-01,4.5977011494253
1962-02-01,2.97507370678104
1962-03-01,-2.31650182196773
1962-04-01,-3.7836397548628
1962-05-01,-3.76626973137632
1962-06-01,-8.00000000000003
1962-07-01,-4.31654676258991
1962-08-01,-6.14579928081073
1962-09-01,2.4730059212818
1962-10-01,-7.37593473827328
1962-11-01,5.68807339449542
1962-12-01,1.18055555555554
1963-01-01,-1.30404941660948
1963-02-01,-2.53824756606398
1963-03-01,-1.64109882268996
1963-04-01,-0.181356546971349
1963-05-01,-0.109011627906987
1963-06-01,-2.00072753728626
1963-07-01,-3.48923533778768
1963-08-01,-1.07692307692309
1963-09-01,0.466562986003132
1963-10-01,-1.16099071207431
1963-11-01,2.27094753328113
1963-12-01,-0.574272588055139
1964-01-01,1.15517905275317
1964-02-01,-1.14198705748001
1964-03-01,0.385059684251065
1964-04-01,-0.843881856540088
1964-05-01,-2.55319148936169
1964-06-01,-1.98491464867013
1964-07-01,-0.93155123531793
1964-08-01,0.776778413736705
1964-09-01,4.90872210953348
1964-10-01,-0.0386697602474942
1964-11-01,-1.31528046421664
1964-12-01,0
1965-01-01,-1.21520972167778
1965-02-01,-0.873015873015853
1965-03-01,0.760608486789436
1965-04-01,-0.476758045292024
1965-05-01,-1.75648702594811
1965-06-01,-1.30028443722064
1965-07-01,-1.56442980650473
1965-08-01,0
1965-09-01,1.08741112505229
1965-10-01,-0.951592883740186
1965-11-01,-0.292397660818708
1965-12-01,-1.08923334729786
1966-01-01,-0.508259212198232
1966-02-01,-1.19199659429545
1966-03-01,3.8345540715209
1966-04-01,0.954356846473016
1966-05-01,-1.84956843403205
1966-06-01,-1.08877721943046
1966-07-01,-1.18543607112618
1966-08-01,-0.771208226221089
1966-09-01,-1.46804835924006
1966-10-01,-1.27081507449604
1966-11-01,-1.90856635596982
1966-12-01,-1.44796380090499
1967-01-01,-1.05601469237831
1967-02-01,-0.27842227378193
1967-03-01,1.07026523964636
1967-04-01,-0.690607734806641
1967-05-01,-1.25173852573018
1967-06-01,-0.328638497652576
1967-07-01,0.0942063118228821
1967-08-01,0.705882352941173
1967-09-01,2.99065420560747
1967-10-01,0.589836660617067
1967-11-01,0.315741993685154
1967-12-01,13.3992805755396
1968-01-01,-6.50277557494051
1968-02-01,1.04769507084413
1968-03-01,-1.16520193542016
1968-04-01,-0.999100809271647
1968-05-01,-1.35230598445857
1968-06-01,0.163682864450129
1968-07-01,-1.52180573996528
1968-08-01,0.632648828043978
1968-09-01,4.51406781407812
1968-10-01,-2.22857706340597
1968-11-01,-2.44074634392335
1968-12-01,0.682311588958955
1969-01-01,-0.215627887873492
1969-02-01,1.74933113809426
1969-03-01,0.0707928802588978
1969-04-01,-0.606366851945422
1969-05-01,-2.18607015760042
1969-06-01,-1.14345114345115
1969-07-01,-0.0841219768664365
1969-08-01,1.96800673542412
1969-09-01,2.36350500567654
1969-10-01,-0.21173623714458
1969-11-01,5.99171466100838
1969-12-01,2.3069590085796
1970-01-01,-0.792023853894893
1970-02-01,0.0469615854231174
1970-03-01,-0.938790837401419
1970-04-01,1.24147081122063
1970-05-01,-0.599082654685018
1970-06-01,1.34664281005745
1970-07-01,2.41590782382457
1970-08-01,3.32063146434404
1970-09-01,2.748507200562
1970-10-01,-0.478591573369796
1970-11-01,-1.37398024903392
1970-12-01,-1.1667392250762
1971-01-01,-0.299533080785818
1971-02-01,0.547848369709287
1971-03-01,-0.676685121715445
1971-04-01,0.814015218545376
1971-05-01,0.640688081446382
1971-06-01,-0.828464288828823
1971-07-01,-0.553992261695389
1971-08-01,-0.716243699708188
1971-09-01,-2.03063769148557
1971-10-01,0.536363636363635
1971-11-01,-1.22976761009133
1971-12-01,-0.769019500137316
1972-01-01,0.488974997693499
1972-02-01,1.0374586852736
1972-03-01,0.67242162653341
1972-04-01,0.00902608538676416
1972-05-01,3.20397111913356
1972-06-01,4.81853957149104
1972-07-01,1.31820457200066
1972-08-01,11.91534914361
1972-09-01,-2.71503200647488
1972-10-01,0.325215549841182
1972-11-01,-0.316622691292867
1972-12-01,1.32345156167283
1973-01-01,3.0228392297358
1973-02-01,2.57190465840758
1973-03-01,3.10778358525215
1973-04-01,3.63748458692971
1973-05-01,-1.8904091479939
1973-06-01,-0.148218015226026
1973-07-01,3.49504082045743
1973-08-01,-4.53745354977506
1973-09-01,-0.293655671652009
1973-10-01,-4.41780821917807
1973-11-01,0.845575062701539
1973-12-01,-4.19242521139772
1974-01-01,1.32018096862717
1974-02-01,2.74504062660128
1974-03-01,2.75719578227413
1974-04-01,-0.582403106149902
1974-05-01,-4.212288165144
1974-06-01,1.6017473607572
1974-07-01,-2.35041203869582
1974-08-01,-1.29155353342629
1974-09-01,-1.27128094565459
1974-10-01,-1.12198795180721
1974-11-01,0.106617927042853
1974-12-01,0.372765310003813
